policy,date,J_plan,J_emerg,J,e_kWh
alpha0.50,2025-03-27,36501.715453823286,12872.754436885934,49374.469890709224,3348.897915680498
alpha0.50,2025-03-28,14297.06133177209,3994.558324600406,18291.619656372495,1159.0148960194574
alpha0.50,2025-03-29,14079.102649188313,4253.811664384846,18332.914313573157,1128.0192230195921
alpha0.50,2025-03-30,35195.19137929125,10368.869552906997,45564.06093219825,2722.3951823392435
alpha0.50,2025-03-31,34558.01110352241,19799.871572898363,54357.88267642078,5330.117661233459
alpha0.50,2025-04-01,34995.26877528349,23854.21792394045,58849.48669922394,7354.797186920126
alpha0.50,2025-04-02,35158.95140513525,28917.297031658163,64076.248436793416,7355.009585474834
alpha0.50,2025-04-03,35764.09173671901,10924.167344449765,46688.25908116878,2567.3892186542216
alpha0.50,2025-04-04,13738.483005758917,3677.0192204061827,17415.5022261651,1020.1115949681022
alpha0.50,2025-04-05,13859.30370652086,12400.246669769262,26259.55037629012,3110.0840528875333
alpha0.50,2025-04-06,35089.303612805015,7077.227926163221,42166.53153896824,1888.8036061105433
alpha0.50,2025-04-07,34557.007010679125,9484.855549967335,44041.86256064646,2839.9085343236993
alpha0.50,2025-04-08,34607.19063694632,13182.165506031499,47789.35614297782,2971.011194864214
alpha0.50,2025-04-09,34382.02175868701,24606.47889469974,58988.500653386756,6752.513994192907
alpha0.50,2025-04-10,34931.64286180004,10998.687447561144,45930.33030936119,2552.991895041584
alpha0.50,2025-04-11,13373.869229101729,4667.032197743187,18040.901426844917,1254.8135360742672
alpha0.50,2025-04-12,13583.152036238327,6333.03437275044,19916.186408988768,1601.3869461255958
alpha0.50,2025-04-13,33631.70602666812,13999.68437153673,47631.39039820485,3529.3602549113466
alpha0.50,2025-04-14,33349.93564206526,8640.983211887706,41990.91885395297,2265.2081204239335
alpha0.50,2025-04-15,33690.37669366029,9860.974588310652,43551.35128197094,2272.708619254519
alpha0.50,2025-04-16,33178.08770509862,18043.39973059165,51221.487435690266,4943.470404154587
alpha0.50,2025-04-17,33494.79752245385,9179.128047446018,42673.925569899875,2222.8534632750407
alpha0.50,2025-04-18,13127.494026414346,4479.063820528093,17606.55784694244,1387.0374558413732
alpha0.50,2025-04-19,12823.157651470277,3397.856880306409,16221.014531776687,971.468679461081
alpha0.50,2025-04-20,32939.841046299625,10533.49754988416,43473.338596183785,2660.9698324506153
alpha0.50,2025-04-21,33032.256326434814,4886.4492174491525,37918.70554388397,1384.705426655059
alpha0.50,2025-04-22,32213.299731100455,12937.240071475624,45150.53980257608,3874.6354215287897
alpha0.50,2025-04-23,32404.11039386971,9749.306284060396,42153.4166779301,2875.627097263313
alpha0.50,2025-04-24,32140.377232164057,4873.903753938067,37014.28098610212,1284.630538886061
alpha0.50,2025-04-25,12150.703900705965,4125.696336311526,16276.40023701749,1025.4352360983316
alpha0.50,2025-04-26,12146.447378958406,10165.08716329954,22311.53454225795,2544.303419425754
alpha0.50,2025-04-27,30166.41020210721,15104.490505401864,45270.90070750908,3478.4419339555016
alpha0.50,2025-04-28,31056.254921266605,36116.61479600954,67172.86971727615,9617.998624018008
alpha0.50,2025-04-29,31861.574684106363,6803.334605987637,38664.909290094,1671.1098901823211
alpha0.50,2025-04-30,31573.271240370217,10632.428488046211,42205.699728416424,3215.655808208605
alpha0.50,2025-05-01,31126.55699622872,23461.088242531594,54587.64523876031,5153.656758718685
alpha0.50,2025-05-02,12283.069459599245,31085.004067918566,43368.07352751781,7050.485096866476
alpha0.50,2025-05-03,12498.88321213689,16754.87123246418,29253.75444460107,3662.3569556820335
alpha0.50,2025-05-04,32369.096742796537,17257.91837697904,49627.01511977558,4312.773901641594
alpha0.50,2025-05-05,32183.88160225586,29770.98263921058,61954.864241466435,6532.181679230204
alpha0.50,2025-05-06,32178.63189328147,22798.523358733037,54977.155252014505,5165.253984637964
alpha0.50,2025-05-07,32291.048949591823,24473.404978958126,56764.45392854995,5541.616991027297
alpha0.50,2025-05-08,34805.33842803408,17710.368447472472,52515.706875506556,4907.877219280303
alpha0.50,2025-05-09,14386.086641168902,4534.035604208564,18920.122245377468,1091.772368828693
alpha0.50,2025-05-10,14494.96116368948,10744.281436044024,25239.242599733505,2668.7957155873223
alpha0.50,2025-05-11,35596.419245754354,11446.60628855642,47043.02553431077,3045.049643713434
alpha0.50,2025-05-12,35598.90915699791,9404.813979125174,45003.72313612308,2866.191003728072
alpha0.50,2025-05-13,35273.33626342543,6190.540313194399,41463.87657661983,1414.0024200417733
alpha0.50,2025-05-14,35341.62626721636,5647.134162843076,40988.76043005943,1539.2930601269159
alpha0.50,2025-05-15,34854.02022447552,9951.314634952258,44805.33485942778,2541.477324666617
alpha0.50,2025-05-16,14044.585610462684,3860.5518598743893,17905.137470337075,1187.869318740948
alpha0.50,2025-05-17,14179.405469447194,14303.680478628214,28483.085948075408,3435.5264531938533
alpha0.50,2025-05-18,34539.775671418276,12606.12991939909,47145.90559081737,3598.5480842903526
alpha0.50,2025-05-19,34190.75886860744,6312.313518021647,40503.07238662909,1361.33315856226
alpha0.50,2025-05-20,33572.848233753175,16642.779092668996,50215.62732642217,4529.909353534495
alpha0.50,2025-05-21,34095.89950329621,11674.502666586868,45770.40216988308,2804.6674179377765
alpha0.50,2025-05-22,33684.82596390831,7436.142331568606,41120.968295476916,1800.502973666425
alpha0.50,2025-05-23,14157.960027144065,7144.157028303451,21302.117055447517,1883.7726301808752
alpha0.50,2025-05-24,14591.363231220985,3321.139844854243,17912.503076075227,864.6072190113732
alpha0.50,2025-05-25,33845.800028360914,4845.302683549442,38691.10271191035,1157.7756849375942
alpha0.50,2025-05-26,33238.045012792325,22694.612010847843,55932.65702364017,6078.770087534717
alpha0.50,2025-05-27,34124.128863237114,5651.229534369894,39775.35839760701,1464.6777698857804
alpha0.50,2025-05-28,33692.539212525575,14359.697438262501,48052.23665078808,4171.454817714668
alpha0.50,2025-05-29,33666.397791920055,16057.094454338698,49723.49224625876,4027.7499980357397
alpha0.50,2025-05-30,14106.433632365555,10218.717832118267,24325.151464483824,2516.408139810199
alpha0.50,2025-05-31,14257.175063938936,10929.563523364122,25186.738587303058,2724.0608189976783
alpha0.50,2025-06-01,34504.27868265682,69748.49980415929,104252.77848681611,18225.555754205132
alpha0.50,2025-06-02,35636.33709021496,58501.41907413635,94137.7561643513,14460.717708120406
alpha0.50,2025-06-03,36879.18930740475,43894.84594801008,80774.03525541483,10861.030060077932
alpha0.50,2025-06-04,37649.86761069867,40830.99419437598,78480.86180507464,11053.274300905758
alpha0.50,2025-06-05,38848.36805237959,40738.261884976186,79586.62993735578,10762.764268524337
alpha0.50,2025-06-06,14500.057193261626,49244.47755587645,63744.53474913808,12326.328744586228
alpha0.50,2025-06-07,15276.058503949365,33946.73569671003,49222.794200659395,8730.46656239227
alpha0.50,2025-06-08,48144.85730596369,3177.404275718534,51322.26158168222,868.8430933115362
alpha0.50,2025-06-09,46383.256417786906,11163.723410963554,57546.97982875046,2874.0510173474213
alpha0.50,2025-06-10,46763.97820424213,10357.238522874386,57121.216727116516,2739.1080156110365
alpha0.50,2025-06-11,47259.9370057754,23003.97099672581,70263.90800250121,5145.899269092057
alpha0.50,2025-06-12,48731.681171799864,6587.339657383567,55319.02082918343,1632.7693071075098
alpha0.50,2025-06-13,20139.62608442248,7217.2155601164,27356.841644538883,1774.0414764784534
alpha0.50,2025-06-14,20271.656796313604,4217.541033773406,24489.19783008701,1473.0118404095915
alpha0.50,2025-06-15,49064.84104382936,5200.43466324296,54265.27570707232,1266.484795441519
alpha0.50,2025-06-16,48956.56786932744,7523.901651184741,56480.46952051218,1998.419788361443
alpha0.50,2025-06-17,48781.4764144534,13538.824888119752,62320.30130257315,3421.726476251154
alpha0.50,2025-06-18,49824.28449215555,3450.753589003344,53275.0380811589,953.3385934860481
alpha0.50,2025-06-19,49239.91796901512,4279.488800612363,53519.40676962749,1165.8943677675502
alpha0.50,2025-06-20,19918.245258544972,2204.6636962267557,22122.908954771727,736.6866741150968
alpha0.50,2025-06-21,20097.645728401338,1965.271335384593,22062.91706378593,618.1590631836714
alpha0.50,2025-06-22,46827.0287274423,6443.421947116857,53270.45067455916,1727.8028981809994
alpha0.50,2025-06-23,46828.59356682925,3834.3926227422626,50662.986189571515,1031.5768051400446
alpha0.50,2025-06-24,46395.809364707195,30778.478883882093,77174.28824858929,7834.609468347751
alpha0.50,2025-06-25,47519.36846100462,9139.768088934286,56659.13654993891,2538.959872097929
alpha0.50,2025-06-26,48114.47254158154,4464.811931750553,52579.284473332096,1121.7372266134275
alpha0.50,2025-06-27,19101.055373992218,1856.2723646304617,20957.32773862268,554.0413416644975
alpha0.50,2025-06-28,19103.18141328117,4173.0284618192345,23276.209875100405,1103.8949390884295
alpha0.50,2025-06-29,46707.72750547772,8377.755601065504,55085.48310654322,2717.076598833143
alpha0.50,2025-06-30,46639.187326623345,10879.39551178377,57518.582838407114,2946.8512861416334
alpha0.50,2025-07-01,46676.71764689163,29614.911770556908,76291.62941744854,8466.835208497578
alpha0.50,2025-07-02,44905.10997354784,28265.13031890567,73170.24029245351,7994.852496665656
alpha0.50,2025-07-03,43433.11367897921,51446.646962689905,94879.76064166911,13701.940004680953
alpha0.50,2025-07-04,18202.51124863229,39700.45847291242,57902.96972154471,10554.562581387065
alpha0.50,2025-07-05,18139.551838553594,38626.05913307711,56765.61097163071,10278.30659735186
alpha0.50,2025-07-06,41402.4703907137,66730.80013675585,108133.27052746955,16893.18202830425
alpha0.50,2025-07-07,41758.390373048926,37755.41924417977,79513.80961722869,10629.515435315596
alpha0.50,2025-07-08,49537.21513702576,16025.012976980837,65562.2281140066,3836.110838096325
alpha0.50,2025-07-09,49340.94621642126,11704.972854833806,61045.91907125506,3203.7367328714827
alpha0.50,2025-07-10,49702.88476133924,8636.126876125843,58339.01163746508,2321.0091072258924
alpha0.50,2025-07-11,24659.687566040295,11091.600133222328,35751.287699262626,3477.752220681416
alpha0.50,2025-07-12,24591.222863775714,7043.481065441947,31634.703929217663,1835.1602955358294
alpha0.50,2025-07-13,49793.62656138767,4411.652447261147,54205.27900864882,1094.072703457894
alpha0.50,2025-07-14,48759.62911193872,8779.803699180688,57539.432811119405,1971.8282936064948
alpha0.50,2025-07-15,49104.915017904845,11901.755063602453,61006.6700815073,3744.7155822414625
alpha0.50,2025-07-16,48427.114290208534,10475.231689199336,58902.345979407866,2924.3398821919263
alpha0.50,2025-07-17,48461.11706450938,15401.645337710454,63862.762402219836,3527.188694790714
alpha0.50,2025-07-18,24761.89921017416,8929.197079955511,33691.09629012967,2369.8632354963934
alpha0.50,2025-07-19,24847.79716175401,3405.325225029046,28253.122386783056,954.3958921886165
alpha0.50,2025-07-20,49178.92125538347,6969.411215565155,56148.332470948626,2023.5573746101281
alpha0.50,2025-07-21,49881.323931760635,9026.229164052624,58907.55309581326,2600.8746938226514
alpha0.50,2025-07-22,50132.09657717395,10263.55299656686,60395.64957374081,2676.433673254188
alpha0.50,2025-07-23,50311.92220444816,10021.002208071586,60332.924412519744,2479.412957648389
alpha0.50,2025-07-24,50257.29941856074,10164.828869108534,60422.12828766927,2672.9188440459807
alpha0.50,2025-07-25,25075.473095975565,2023.1325610821655,27098.60565705773,589.7270642540582
alpha0.50,2025-07-26,25556.295203498936,4937.0103140833,30493.305517582237,1701.9614649063758
alpha0.50,2025-07-27,49851.43353820445,11765.60341823312,61617.03695643757,2707.0202683239277
alpha0.50,2025-07-28,49897.28699914469,19287.556905979043,69184.84390512374,5082.340407851947
alpha0.50,2025-07-29,51911.89026193564,9823.80491573601,61735.695177671645,2733.523231371999
alpha0.50,2025-07-30,52014.98770221525,4876.349151082937,56891.336853298184,1194.363785068435
alpha0.50,2025-07-31,51343.76653588473,7489.246818760466,58833.0133546452,1751.2640908269514
alpha0.50,2025-08-01,24884.89906782271,1502.041512106782,26386.94057992949,528.2177097407885
alpha0.50,2025-08-02,24688.909130407646,1604.1573636623712,26293.06649407002,388.85493173928626
alpha0.50,2025-08-03,48136.73372999155,3168.260799245693,51304.99452923724,797.74723109877
alpha0.50,2025-08-04,46489.38549159719,3400.69354999226,49890.07904158945,901.614311435563
alpha0.50,2025-08-05,45498.025561849005,6478.551606681627,51976.57716853063,1726.92282046897
alpha0.50,2025-08-06,44966.34915775829,16815.16623546588,61781.51539322417,4203.961689392466
alpha0.50,2025-08-07,44788.89061101125,5657.51392455084,50446.40453556209,1615.5779912903358
alpha0.50,2025-08-08,23354.663934787084,3312.221228726875,26666.885163513958,859.7426278395376
alpha0.50,2025-08-09,22924.966984218998,8250.704246179774,31175.671230398773,2255.013788619548
alpha0.50,2025-08-10,43828.92070626978,13982.872680650207,57811.79338691999,3879.1160265817466
alpha0.50,2025-08-11,43968.4255620575,12470.706725083664,56439.13228714116,2954.6531438406437
alpha0.50,2025-08-12,43030.228946301526,24389.071161036973,67419.3001073385,5825.606320882166
alpha0.50,2025-08-13,43706.98113160572,15415.85873107849,59122.83986268421,4034.8296629456404
alpha0.50,2025-08-14,43539.949563606664,15459.146281404534,58999.095845011194,3627.2765031270164
alpha0.50,2025-08-15,22484.326676889003,7059.227853117378,29543.554530006382,2007.0567836975197
alpha0.50,2025-08-16,22586.126021000266,8717.008525616462,31303.134546616726,2019.0864105744236
alpha0.50,2025-08-17,43031.821520257145,10957.075213004064,53988.89673326121,2689.141119265815
alpha0.50,2025-08-18,42798.461196544275,17620.99071086559,60419.451907409864,3962.9683695810827
alpha0.50,2025-08-19,43084.28626978912,11901.311698327745,54985.59796811686,3327.4221780031803
alpha0.50,2025-08-20,42875.683467752046,35582.62476424995,78458.30823200199,8776.107779244905
alpha0.50,2025-08-21,43725.748769923994,13654.376883754143,57380.12565367814,3700.641152671151
alpha0.50,2025-08-22,22392.555790357146,15246.808112894636,37639.36390325178,3728.397155095961
alpha0.50,2025-08-23,22622.412458192353,7322.210981288865,29944.62343948122,1979.103238543738
alpha0.50,2025-08-24,44083.622510795,11639.8536182108,55723.4761290058,2817.1279767524084
alpha0.50,2025-08-25,44003.154789119595,26103.44408411919,70106.59887323878,7055.424660699571
alpha0.50,2025-08-26,44553.714899334205,9535.17466233718,54088.889561671385,2286.799863281189
alpha0.50,2025-08-27,44532.46714204061,16263.147199892195,60795.6143419328,3932.999818869618
alpha0.50,2025-08-28,44774.54222092433,27326.220710522095,72100.76293144643,7283.286928082363
alpha0.50,2025-08-29,23677.098778519823,6785.48254358418,30462.581322104004,1700.1060542511661
alpha0.50,2025-08-30,23378.437930940818,6959.802883019273,30338.240813960092,1930.7837560558905
alpha0.50,2025-08-31,45196.52960359027,11141.872427454142,56338.40203104442,2977.579203630248
alpha0.50,2025-09-01,45120.97382262719,2751.750119183832,47872.72394181102,758.43223985396
alpha0.50,2025-09-02,44598.22327715518,4223.727241088085,48821.95051824326,892.4294368982255
alpha0.50,2025-09-03,44228.46159220533,1463.1121433887138,45691.573735594044,397.8037213352483
alpha0.50,2025-09-04,44631.12554127087,1377.4136121213005,46008.53915339217,283.0288003265749
alpha0.50,2025-09-05,22756.78980600223,679.5806828430876,23436.370488845318,263.92929410592046
alpha0.50,2025-09-06,23052.414477253908,1045.1855888397374,24097.600066093644,268.8484268027372
alpha0.50,2025-09-07,43435.37037535268,5380.094139115431,48815.46451446811,1309.2948583743303
alpha0.50,2025-09-08,36163.14479775168,27265.932976928678,63429.07777468036,6683.077011460247
alpha0.50,2025-09-09,37244.23637340733,7875.462015020337,45119.69838842767,1957.7154116332226
alpha0.50,2025-09-10,36928.01734492823,33358.01257778487,70286.0299227131,7867.901539692567
alpha0.50,2025-09-11,37563.09663381302,6622.376545424724,44185.47317923774,1590.6445003359213
alpha0.50,2025-09-12,16858.903941986053,6515.105642019258,23374.00958400531,1795.508279065648
alpha0.50,2025-09-13,16948.39723997531,5705.3982249449855,22653.795464920295,1439.1754107572553
alpha0.50,2025-09-14,36971.16635184222,22457.591132650457,59428.75748449268,5993.465475860227
alpha0.50,2025-09-15,37267.18881881464,10293.301223323222,47560.49004213786,2564.8539786454394
alpha0.50,2025-09-16,36984.48570968944,18176.47783249322,55160.96354218266,5475.640587424801
alpha0.50,2025-09-17,37300.549526440685,20235.270431575605,57535.81995801629,5022.875979184784
alpha0.50,2025-09-18,37359.54906686268,16476.474074195612,53836.02314105829,3960.3233907909544
alpha0.50,2025-09-19,16670.71905064326,9919.185063991534,26589.904114634795,2725.9025963801755
alpha0.50,2025-09-20,16549.522465753736,12489.19656147724,29038.719027230974,3097.997111261232
alpha0.50,2025-09-21,38926.50635601237,10533.18762659841,49459.69398261078,3093.361502556769
alpha0.50,2025-09-22,37839.76918919718,15868.401032897706,53708.17022209488,4331.417009913186
alpha0.50,2025-09-23,38610.86071133909,20857.41065711184,59468.27136845093,4774.775163085907
alpha0.50,2025-09-24,38448.81025938438,14178.512327484565,52627.32258686895,3927.0691192105664
alpha0.50,2025-09-25,38720.25541412085,13844.830674839297,52565.086088960146,3831.931780485841
alpha0.50,2025-09-26,16498.461935628686,10757.57541540774,27256.037351036426,2763.6188203779557
alpha0.50,2025-09-27,16579.27170838843,21896.893292773562,38476.16500116199,5531.847965830975
alpha0.50,2025-09-28,39568.56543788481,17953.694992352743,57522.260430237555,4521.54520998099
alpha0.50,2025-09-29,39612.507402414376,14839.98698114211,54452.494383556485,3704.8252507771613
alpha0.50,2025-09-30,40249.51217153841,22305.275915967683,62554.788087506095,5602.978827043884
alpha0.50,2025-10-01,40576.75815377496,1356.8987658093035,41933.65691958426,589.767676257768
alpha0.50,2025-10-02,39012.39009116061,2078.745755352759,41091.13584651337,845.8091557960125
alpha0.50,2025-10-03,16105.709160808925,2499.792328504911,18605.501489313836,852.3157990267005
alpha0.50,2025-10-04,16922.79283216528,5557.950231094246,22480.743063259528,1579.7003276229293
alpha0.50,2025-10-05,38060.07538297688,3206.3140500334225,41266.3894330103,1079.4901361015236
alpha0.50,2025-10-06,38333.21701542616,7575.880782589218,45909.097798015384,2440.1038557011984
alpha0.50,2025-10-07,38372.500062121064,9990.409751213714,48362.90981333478,2660.64876018449
alpha0.50,2025-10-08,35705.48135415932,11077.498026912614,46782.97938107193,2964.071078440659
alpha0.50,2025-10-09,36032.49352387245,10221.408378949665,46253.901902822116,2386.251584820008
alpha0.50,2025-10-10,14606.64373402863,7899.6424346466165,22506.286168675248,2137.9020079333577
alpha0.50,2025-10-11,15229.680104893705,8398.69423782437,23628.374342718074,1956.7812122982177
alpha0.50,2025-10-12,37184.07901473665,12629.78551041143,49813.86452514808,3273.043014793599
alpha0.50,2025-10-13,37641.400384032095,7255.910293579554,44897.31067761165,1784.361237062135
alpha0.50,2025-10-14,37352.51514044355,17110.26842342222,54462.78356386577,4131.347759088843
alpha0.50,2025-10-15,37716.26342114584,18083.961188222547,55800.22460936839,4651.493717897511
alpha0.50,2025-10-16,38596.898909264,18666.91582829155,57263.81473755554,4583.812701916908
alpha0.50,2025-10-17,15738.316390651586,6234.424765206972,21972.74115585856,1481.6601765982887
alpha0.50,2025-10-18,15863.675530135544,6328.02611051108,22191.701640646625,1824.540792842749
alpha0.50,2025-10-19,39968.9839865138,15440.119560714007,55409.1035472278,3616.2251976074813
alpha0.50,2025-10-20,40761.04240818648,14884.94033654211,55645.982744728586,3464.9436209406977
alpha0.50,2025-10-21,41367.06240303096,13585.112004423649,54952.174407454615,3688.940290402504
alpha0.50,2025-10-22,41365.716032119446,15790.81153043291,57156.52756255236,3536.7729484642205
alpha0.50,2025-10-23,42170.723114065666,6068.261776294739,48238.98489036041,1530.768652253491
alpha0.50,2025-10-24,15904.312934713551,8728.819602011617,24633.13253672517,2042.6563522894896
alpha0.50,2025-10-25,16088.324550713041,8316.382089764478,24404.706640477518,1907.9340671954283
alpha0.50,2025-10-26,42559.013934350165,5266.239487502558,47825.25342185272,1473.0576808923965
alpha0.50,2025-10-27,42448.02070265862,8272.382314259934,50720.40301691856,2103.243185012693
alpha0.50,2025-10-28,42157.76584157454,10264.47404328399,52422.23988485853,2559.7206609072837
alpha0.50,2025-10-29,42242.24882365424,20942.97029009298,63185.219113747225,5344.864176108306
alpha0.50,2025-10-30,42946.78092230722,7195.202653502351,50141.98357580957,1799.8093688479205
alpha0.50,2025-10-31,16931.80184586638,9173.703465937715,26105.505311804096,2520.1866690352444
alpha0.50,2025-11-01,17009.9093380419,6082.64423563839,23092.55357368029,1643.8635864833063
alpha0.50,2025-11-02,44511.14154869077,9516.832250925956,54027.973799616724,2182.477707035544
alpha0.50,2025-11-03,45272.11558683569,7614.582996796739,52886.698583632424,2364.8864236294203
alpha0.50,2025-11-04,45438.545216429,6752.224029851269,52190.76924628027,1615.3135159997678
alpha0.50,2025-11-05,45664.12180570731,6265.159724272467,51929.28152997978,1801.4259317283702
alpha0.50,2025-11-06,45426.710826108494,14786.150679746526,60212.86150585502,3602.3921676987875
alpha0.50,2025-11-07,17524.44542866156,6165.499519119225,23689.944947780783,1475.9105184735558
alpha0.50,2025-11-08,17392.547103548775,4816.778413617102,22209.32551716588,1156.579324605144
alpha0.50,2025-11-09,46566.32923807278,9052.382279392292,55618.71151746507,2419.9282310936073
alpha0.50,2025-11-10,46776.22203661736,13567.161472832391,60343.38350944975,3506.89305316259
alpha0.50,2025-11-11,47452.35722825001,5260.660757573623,52713.01798582364,1353.1954627564528
alpha0.50,2025-11-12,47691.73018484372,5714.30216607444,53406.03235091816,1189.3483396096058
alpha0.50,2025-11-13,47766.73924651893,8958.634387630775,56725.373634149706,2428.459554766059
alpha0.50,2025-11-14,18206.554751407944,5815.401080670688,24021.95583207863,1733.8942508910984
alpha0.50,2025-11-15,18014.453882156282,5517.721740002645,23532.175622158928,1425.7890335941615
alpha0.50,2025-11-16,48956.612310577475,9154.733462397717,58111.34577297519,2468.411420034049
alpha0.50,2025-11-17,49627.8916846103,4309.196261482545,53937.08794609285,1165.7715624079997
alpha0.50,2025-11-18,49274.164500269355,8066.861559155348,57341.0260594247,2471.9303163237096
alpha0.50,2025-11-19,49303.21863673984,8934.67644932071,58237.89508606055,2277.3066772409247
alpha0.50,2025-11-20,49864.93469980033,7091.174602027548,56956.10930182788,1919.1368632919957
alpha0.50,2025-11-21,18440.962990130523,4541.08883089792,22982.051821028443,1527.5867202789314
alpha0.50,2025-11-22,18546.91642688559,5325.162499502753,23872.07892638834,1431.047816815202
alpha0.50,2025-11-23,50725.367952302186,8185.17409486931,58910.5420471715,1966.178051878624
alpha0.50,2025-11-24,50158.93673640385,6513.004154168431,56671.94089057228,1604.3777292277452
alpha0.50,2025-11-25,50386.28478800338,6229.738571830392,56616.02335983377,1751.7706629256052
alpha0.50,2025-11-26,50890.84901210273,6652.309556861173,57543.1585689639,1840.5544748467105
alpha0.50,2025-11-27,51030.132181274865,5821.664858765557,56851.79704004042,1440.8116273146038
alpha0.50,2025-11-28,18862.406257414725,6846.2342799621165,25708.640537376843,1671.4120627206262
alpha0.50,2025-11-29,19135.107618432296,14658.89826565869,33794.005884090984,4210.012783920571
alpha0.50,2025-11-30,52141.72393628956,11147.060247660456,63288.78418395002,2919.304193468235
alpha0.50,2025-12-01,52864.73629377893,28162.451532255538,81027.18782603447,7390.822023219114
alpha0.50,2025-12-02,53079.46650903449,35068.35198181344,88147.81849084793,9100.34988397785
alpha0.50,2025-12-03,53998.322992373964,23237.253955808766,77235.57694818273,6892.717256599356
alpha0.50,2025-12-04,54190.40888821458,24061.339366603795,78251.74825481838,6531.757479748995
alpha0.50,2025-12-05,20895.20493968982,22443.531283662178,43338.736223351996,5960.999948174414
alpha0.50,2025-12-06,20965.17136545232,26757.59237884142,47722.76374429374,7601.614684937034
alpha0.50,2025-12-07,55731.29434065008,17769.330301513324,73500.6246421634,5058.331646346549
alpha0.50,2025-12-08,59914.8733449631,5222.548490078281,65137.42183504139,1394.2853342515327
alpha0.50,2025-12-09,60158.70281789884,5081.386236829517,65240.089054728356,1193.3338800684246
alpha0.50,2025-12-10,59433.950150918914,6635.487310508783,66069.4374614277,1800.4420181341081
alpha0.50,2025-12-11,60330.46352158789,2878.6637642884903,63209.12728587638,786.9507960095368
alpha0.50,2025-12-12,24435.310232983058,8902.752528342118,33338.06276132518,2586.514222731262
alpha0.50,2025-12-13,24957.298378032472,7087.335440089699,32044.633818122173,1592.1686763018338
alpha0.50,2025-12-14,60683.867806355294,4490.631498024009,65174.4993043793,1099.574680996544
alpha0.50,2025-12-15,60510.6153105885,5026.071960649937,65536.68727123844,1392.1455114088867
alpha0.50,2025-12-16,61206.13118645085,3270.7566181717834,64476.88780462264,948.2538667669215
alpha0.50,2025-12-17,60812.41684328002,4002.9937084477274,64815.41055172775,991.8028117803407
alpha0.50,2025-12-18,60459.208889042246,4604.202418755726,65063.41130779797,1359.570464886916
alpha0.50,2025-12-19,25094.34247458475,6582.260290384888,31676.60276496964,1593.7395337618107
alpha0.50,2025-12-20,25239.375289788863,4218.355662260827,29457.73095204969,1061.2754031951315
alpha0.50,2025-12-21,60851.99059101328,5491.150442389324,66343.1410334026,1627.4073872390534
alpha0.50,2025-12-22,60917.025361497974,4130.695787714125,65047.7211492121,1033.4624289562917
alpha0.50,2025-12-23,61165.840217540484,1803.7812058264606,62969.621423366945,490.42703798303705
alpha0.50,2025-12-24,60638.276316051066,4487.117843096849,65125.394159147916,1037.6118873741739
alpha0.50,2025-12-25,60610.399277940756,4491.617371458539,65102.016649399295,1285.380604282044
alpha0.50,2025-12-26,25260.032829128984,4057.8033992436385,29317.836228372624,1095.5867370475967
alpha0.50,2025-12-27,25292.43972347641,5626.902797847392,30919.342521323804,1352.3654797165002
alpha0.50,2025-12-28,61026.02080726423,3733.9338871886102,64759.95469445284,971.2337353161739
alpha0.50,2025-12-29,61091.28647085209,2409.3904916235388,63500.67696247563,683.9179821101501
alpha0.50,2025-12-30,60362.93284476182,2637.6080991271483,63000.54094388896,644.2066175781031
alpha0.50,2025-12-31,59799.688412437485,7058.131355684767,66857.81976812225,1764.1503764791407
point,2025-02-01,22287.215012859197,2143.087186797867,24430.302199657064,459.4205359428017
point,2025-02-02,56322.70946980806,559.1621076508819,56881.871577458944,140.1659533399403
point,2025-02-03,55406.72880426878,2285.602847368163,57692.331651636945,648.114534607561
point,2025-02-04,55751.24792656814,4560.236108376347,60311.484034944486,1154.855819300873
point,2025-02-05,55416.21817664958,2793.812382428292,58210.03055907787,749.7503820374036
point,2025-02-06,56168.245038923094,1379.6947776121565,57547.939816535254,350.3226981332574
point,2025-02-07,21780.875619694445,2213.085565524333,23993.961185218777,431.82042061160183
point,2025-02-08,19895.34908616022,4735.967897504472,24631.316983664692,1067.8744744279807
point,2025-02-09,52602.60349546971,6942.779227268807,59545.38272273852,2048.3301779701424
point,2025-02-10,53305.916130050784,1543.6556113800955,54849.57174143088,429.80076833142226
point,2025-02-11,51733.10083290548,2122.833298784995,53855.934131690476,427.6357687679825
point,2025-02-12,51414.88142570292,3230.191339600042,54645.07276530296,726.401763713407
point,2025-02-13,51220.06900145034,2264.3433312476195,53484.41233269796,567.6999798411724
point,2025-02-14,18780.1297571706,5243.0433301142975,24023.1730872849,1652.262947040299
point,2025-02-15,18565.601532289278,4718.948339690562,23284.54987197984,1388.9909476897606
point,2025-02-16,49317.23794424087,7737.253188594286,57054.49113283516,2032.9089246326928
point,2025-02-17,49150.312925899954,2593.6587062028193,51743.97163210277,676.2861406296242
point,2025-02-18,48642.68298419437,3424.417800883091,52067.10078507746,829.899609347304
point,2025-02-19,48235.49425283434,5839.411661127192,54074.90591396153,1574.9903600122893
point,2025-02-20,47976.3453659525,4202.905059320136,52179.250425272636,1040.9729228332935
point,2025-02-21,18056.210465175405,2620.1592239086212,20676.369689084026,754.1111512157984
point,2025-02-22,17910.642385109208,6537.826644889348,24448.469029998556,1769.046675759616
point,2025-02-23,47296.17528411087,5646.409372339733,52942.5846564506,1629.3488832539551
