policy,date,J_plan,J_emerg,J,e_kWh
nostorage_a85,2025-02-16,62836.034661159865,2746.8988077315626,65582.93346889142,654.8198885449258
nostorage_a85,2025-02-17,62560.44560259768,814.1942379892589,63374.63984058694,191.65337267140228
nostorage_a85,2025-02-18,61970.3889615557,1026.9373266838677,62997.326288239565,255.5465555310049
nostorage_a85,2025-02-19,61562.43814977006,2666.326847820549,64228.76499759061,760.1589748694776
nostorage_a85,2025-02-20,61327.46842673648,1458.643590008464,62786.11201674494,325.92865832567446
nostorage_a85,2025-02-21,32365.878681064107,893.2972239330923,33259.1759049972,267.7149764986759
nostorage_a85,2025-02-22,32125.336468137462,1381.7514433582828,33507.08791149574,371.1761645021859
nostorage_a85,2025-02-23,60687.69236194772,1574.1134845534698,62261.805846501185,417.40827691293936
nostorage_a85,2025-02-24,60140.29344024182,1386.3626769365476,61526.65611717837,322.80091534194185
nostorage_a85,2025-02-25,59837.690384696325,983.76133188002,60821.45171657635,278.21941068679996
nostorage_a85,2025-02-26,59237.44837663359,2474.4770192629558,61711.92539589655,594.6049297998683
nostorage_a85,2025-02-27,58631.049473760584,2964.975528995733,61596.025002756316,607.7202987027297
nostorage_a85,2025-02-28,31223.230879380117,956.9321160779253,32180.162995458042,246.57069252384667
nostorage_a85,2025-03-01,31128.87299905153,1685.761388804413,32814.63438785594,374.9196938618985
nostorage_a85,2025-03-02,58733.625927910645,10845.515716557587,69579.14164446824,2451.48903796629
nostorage_a85,2025-03-03,59382.89002323547,7394.568798187327,66777.4588214228,1726.6509247149208
nostorage_a85,2025-03-04,60703.920173156686,891.0956536470733,61595.01582680376,275.10154573245063
nostorage_a85,2025-03-05,60823.23012734279,504.80716964191527,61328.0372969847,108.58271953619497
nostorage_a85,2025-03-06,60211.77909626743,588.664824991859,60800.44392125929,200.2574601844603
nostorage_a85,2025-03-07,30893.147011404122,261.55179257482916,31154.69880397895,95.53148863172092
nostorage_a85,2025-03-08,30038.899334268128,743.6116591139103,30782.51099338204,222.29179309441417
nostorage_a85,2025-03-09,57582.045183660404,933.2627573327392,58515.307940993145,224.82922571459352
nostorage_a85,2025-03-10,57011.36469265916,2590.394974482605,59601.75966714176,609.2276976668811
nostorage_a85,2025-03-11,56844.72037471738,1586.6089712420135,58431.32934595939,412.6802599296949
nostorage_a85,2025-03-12,56499.07720617635,1111.5779530036873,57610.65515918004,340.67813235789464
nostorage_a85,2025-03-13,55775.37986159242,7045.572358198915,62820.95221979133,1549.013673741028
nostorage_a85,2025-03-14,29161.18723210921,878.8120330986283,30039.999265207836,226.96732853140674
nostorage_a85,2025-03-15,29245.736528232752,1424.151097943327,30669.887626176078,354.722392442086
nostorage_a85,2025-03-16,55663.76077671144,1981.7683607009965,57645.529137412435,489.03510940707577
nostorage_a85,2025-03-17,55323.91224715024,690.5185787707671,56014.43082592101,137.95123110069358
nostorage_a85,2025-03-18,54223.423101495355,3802.5780870407607,58026.00118853612,806.1408660664542
nostorage_a85,2025-03-19,54679.770283231184,1211.0667121762724,55890.83699540746,237.9864377902963
nostorage_a85,2025-03-20,54825.3257998849,1968.7953254649622,56794.12112534986,526.6944446104044
nostorage_a85,2025-03-21,28628.855713602763,1105.090141355577,29733.94585495834,366.83499967080587
nostorage_a85,2025-03-22,28938.751778317852,267.197397915044,29205.949176232894,116.96445177262422
nostorage_a85,2025-03-23,53949.91487546006,1230.6743095890772,55180.58918504914,317.6289251997084
nostorage_a85,2025-03-24,53473.069310566934,1828.5528116870876,55301.62212225402,561.3020512186109
nostorage_a85,2025-03-25,53289.877284773575,3029.58229130401,56319.459576077585,792.2312323040894
nostorage_a85,2025-03-26,53334.565308982594,798.792083140876,54133.35739212347,253.3930783937289
nostorage_a85,2025-03-27,53149.2212010583,1445.7614270970328,54594.98262815533,436.2767926961835
nostorage_a85,2025-03-28,28149.54437979229,1267.948533602072,29417.492913394362,345.60486998253634
nostorage_a85,2025-03-29,27844.662904626242,582.9300001850896,28427.592904811332,149.87887883833292
nostorage_a85,2025-03-30,52274.081893583796,1549.414799335013,53823.49669291881,406.33387489717705
nostorage_a85,2025-03-31,51657.49287670995,2836.178576201556,54493.671452911505,679.7430068655284
nostorage_a85,2025-04-01,51754.2564394079,1994.9478510499616,53749.20429045786,544.5936555638928
nostorage_a85,2025-04-02,51352.39602630407,9053.624329565318,60406.02035586939,1897.6222169087287
nostorage_a85,2025-04-03,51854.773300764515,1551.2330594928335,53406.00636025735,417.52624662541155
nostorage_a85,2025-04-04,27356.983064284243,1065.2219849740854,28422.20504925833,266.82928611503974
nostorage_a85,2025-04-05,27487.06906570395,895.3294388688507,28382.3985045728,228.15185105744396
nostorage_a85,2025-04-06,51616.57545126725,951.2881063717371,52567.863557638986,236.62960097997603
nostorage_a85,2025-04-07,50986.07801978772,570.4191998570104,51556.49721964473,221.5345835919542
nostorage_a85,2025-04-08,51146.44292612178,3394.0386971778184,54540.4816232996,719.667935012517
nostorage_a85,2025-04-09,51368.77096800076,1847.9104871540014,53216.681455154765,488.2427803277382
nostorage_a85,2025-04-10,51353.38560212657,2322.5198984304852,53675.905500557055,523.9722012405582
nostorage_a85,2025-04-11,26915.88118583365,1510.49212342895,28426.3733092626,369.5285234139366
nostorage_a85,2025-04-12,27102.67991382496,363.03819938962977,27465.71811321459,85.01247809790753
nostorage_a85,2025-04-13,50183.565335749765,1987.033325447465,52170.59866119723,430.2778739493888
nostorage_a85,2025-04-14,49805.74700796782,1508.0424881905556,51313.78949615837,338.14451567306577
nostorage_a85,2025-04-15,50111.0301380845,496.3510167372965,50607.38115482179,107.92882624764945
nostorage_a85,2025-04-16,49453.506031971025,1913.2814497894556,51366.78748176048,466.5234797574684
nostorage_a85,2025-04-17,49615.14261993064,608.6873295738384,50223.82994950448,151.08645854312743
nostorage_a85,2025-04-18,26597.9719375024,548.7329180323014,27146.704855534703,171.52702614541062
nostorage_a85,2025-04-19,26158.140348995486,899.4601071151676,27057.600456110653,264.465917215438
nostorage_a85,2025-04-20,49237.787742348824,1680.3611928848536,50918.14893523368,438.7240009078224
nostorage_a85,2025-04-21,49596.55097789889,829.4285760387135,50425.97955393761,270.69477164258456
nostorage_a85,2025-04-22,48824.389647145406,1750.7784868969622,50575.16813404237,512.9810289686004
nostorage_a85,2025-04-23,48800.40165741552,761.105509575008,49561.50716699052,208.17509842095916
nostorage_a85,2025-04-24,48625.27887435708,515.1364297552834,49140.415304112365,107.27264576392848
nostorage_a85,2025-04-25,25332.760524259644,504.9797047790513,25837.740229038696,157.44999882335122
nostorage_a85,2025-04-26,25304.20320382159,1484.6875943850068,26788.890798206598,373.5803488307128
nostorage_a85,2025-04-27,46926.813901129106,4540.882635782061,51467.696536911164,1013.6154717801476
nostorage_a85,2025-04-28,48029.830395078025,6533.862651590497,54563.69304666852,1420.9927065448196
nostorage_a85,2025-04-29,48271.79215876997,1661.7516255143516,49933.54378428432,376.6471398381832
nostorage_a85,2025-04-30,48035.184265975186,786.1732558643718,48821.357521839556,230.99898294958868
nostorage_a85,2025-05-01,47578.30095401455,11539.529688891706,59117.83064290626,2434.820476646239
nostorage_a85,2025-05-02,25556.70831210712,10072.847540256767,35629.55585236389,2133.8178265889583
nostorage_a85,2025-05-03,25928.341526439763,7263.528305274864,33191.869831714626,1405.0209635522967
nostorage_a85,2025-05-04,48848.607289427295,7239.788153686308,56088.3954431136,1522.6397671121495
nostorage_a85,2025-05-05,48383.59484963743,10912.16185775274,59295.756707390174,2398.1132532116526
nostorage_a85,2025-05-06,49086.42037611056,7416.76693177094,56503.1873078815,1756.6256249727162
nostorage_a85,2025-05-07,49635.404788394735,7388.393436965722,57023.79822536046,1559.2671394259874
nostorage_a85,2025-05-08,52704.48844841759,2691.2045499485575,55395.692998366154,565.7947433182901
nostorage_a85,2025-05-09,28919.10709438815,451.6328434206223,29370.739937808772,158.78140736551944
nostorage_a85,2025-05-10,28968.167582140355,665.8607329802649,29634.02831512062,190.14255880922695
nostorage_a85,2025-05-11,52995.14576513767,1046.2235569513232,54041.36932208899,266.6849468123804
nostorage_a85,2025-05-12,52967.18425030506,687.0653391449323,53654.24958944999,204.04022624413034
nostorage_a85,2025-05-13,52192.429752652286,180.3860152878805,52372.81576794016,41.41121215506513
nostorage_a85,2025-05-14,52279.96566158393,711.0087524807763,52990.9744140647,201.4604163524199
nostorage_a85,2025-05-15,51744.645072433035,1848.7850903155545,53593.43016274859,473.72011239419686
nostorage_a85,2025-05-16,28445.13797315994,456.83239106059204,28901.97036422053,203.22509755065764
nostorage_a85,2025-05-17,28563.491343467067,775.7366126876577,29339.227956154726,252.19259253238326
nostorage_a85,2025-05-18,51340.16320891473,2022.0669166690477,53362.23012558378,453.5455718867679
nostorage_a85,2025-05-19,51031.79998127123,788.5219215540741,51820.3219028253,140.51636371319262
nostorage_a85,2025-05-20,50754.25568245323,922.287733956392,51676.54341640962,232.2191183234036
nostorage_a85,2025-05-21,50853.12898602632,1150.962568140049,52004.09155416637,327.0330814711201
nostorage_a85,2025-05-22,50609.28780363905,508.03866621803314,51117.32646985708,134.88625641332138
nostorage_a85,2025-05-23,28311.76849010102,398.2695073039853,28710.03799740501,149.06407338695857
nostorage_a85,2025-05-24,28777.0157554458,184.86739549694755,28961.883150942747,71.52592303015871
nostorage_a85,2025-05-25,51149.354885799235,416.599318444359,51565.95420424359,90.70813930844974
nostorage_a85,2025-05-26,50602.46001681121,2551.8063800546765,53154.26639686588,623.7493204752716
nostorage_a85,2025-05-27,51107.580863223244,171.35811436703477,51278.93897759028,78.98263483331104
nostorage_a85,2025-05-28,50681.50308028074,916.1410253014105,51597.64410558215,245.2845623873826
nostorage_a85,2025-05-29,50653.45200326668,1637.2245857417179,52290.67658900839,396.4816871201887
nostorage_a85,2025-05-30,28333.72856992461,1126.840357911356,29460.568927835964,288.15922134034287
nostorage_a85,2025-05-31,28408.556651921386,788.9382141591332,29197.49486608052,266.0583431475087
nostorage_a85,2025-06-01,51669.56427313977,28850.59980145867,80520.16407459843,7206.102483658262
nostorage_a85,2025-06-02,52404.652271031926,28344.626745921796,80749.27901695372,6981.378693089027
nostorage_a85,2025-06-03,54211.56629925383,15266.592348113725,69478.15864736756,3780.723214449237
nostorage_a85,2025-06-04,55229.103682601075,13463.557399476162,68692.66108207723,3681.313379521004
nostorage_a85,2025-06-05,56544.65425104242,14092.28543400168,70636.9396850441,3794.377923381945
nostorage_a85,2025-06-06,29884.293661287487,16699.340185795278,46583.63384708276,3977.875476932793
nostorage_a85,2025-06-07,31346.608404599276,7234.537970270168,38581.146374869444,1805.3231711325473
nostorage_a85,2025-06-08,67663.62530349442,93.46633597860588,67757.09163947303,32.688661922147226
nostorage_a85,2025-06-09,65802.73396110967,519.1822420172775,66321.91620312695,197.28104760849365
nostorage_a85,2025-06-10,66021.91666796197,744.1807330295666,66766.09740099154,203.09796146962765
nostorage_a85,2025-06-11,66429.81445598272,5098.632695159278,71528.447151142,1053.4511148972063
nostorage_a85,2025-06-12,67953.45591726094,531.383961581444,68484.8398788424,123.9643880879115
nostorage_a85,2025-06-13,36712.13703732221,324.9515085556562,37037.088545877865,55.45310214083734
nostorage_a85,2025-06-14,36927.246910208414,76.5523908317445,37003.799301040155,24.61628979166653
nostorage_a85,2025-06-15,68368.0494348871,0.0,68368.0494348871,0.0
nostorage_a85,2025-06-16,68222.0527809252,523.8749471616944,68745.92772808688,159.3653678465966
nostorage_a85,2025-06-17,67920.30943289622,2204.0446163663837,70124.3540492626,522.590071249352
nostorage_a85,2025-06-18,69075.98229461297,5.85083577655044,69081.83313038952,1.4478210471826856
nostorage_a85,2025-06-19,68485.98798586984,462.9765209060059,68948.96450677584,129.0391546685036
nostorage_a85,2025-06-20,36140.59754510461,0.0,36140.59754510461,0.0
nostorage_a85,2025-06-21,36264.55475179013,44.011020822749444,36308.56577261288,9.396033480518668
nostorage_a85,2025-06-22,66155.35189930748,123.64032536367218,66278.99222467115,57.078204322916804
nostorage_a85,2025-06-23,65836.41648144324,128.28704073536397,65964.7035221786,58.71988020833305
nostorage_a85,2025-06-24,65297.01516229469,10222.620265354888,75519.63542764957,2365.9677126886463
nostorage_a85,2025-06-25,66672.86760764511,1601.5116009556916,68274.3792086008,547.1219756950934
nostorage_a85,2025-06-26,67382.94928733999,59.62749297496039,67442.57678031495,14.491122860793894
nostorage_a85,2025-06-27,35110.00006251765,33.57777689217771,35143.57783940982,14.153805268718088
nostorage_a85,2025-06-28,35225.88886872103,264.78430259533184,35490.67317131636,85.62671124755418
nostorage_a85,2025-06-29,66337.24440385954,504.1888178788678,66841.4332217384,202.80686818798844
nostorage_a85,2025-06-30,65815.11782134318,1893.7037832396882,67708.82160458287,506.53712886304504
nostorage_a85,2025-07-01,65121.82172135178,11159.861298482736,76281.68301983451,3469.8415301631994
nostorage_a85,2025-07-02,63132.41510268644,12914.736281222942,76047.15138390938,3906.0848810682833
nostorage_a85,2025-07-03,61496.342824831394,19335.227424167817,80831.57024899921,5283.764271713433
nostorage_a85,2025-07-04,33661.30336029062,15737.773589754624,49399.076950045244,4481.115879520871
nostorage_a85,2025-07-05,33722.191942741985,16579.541027951276,50301.732970693265,4329.848539526216
nostorage_a85,2025-07-06,59894.05801866074,27822.68597976149,87716.74399842223,6563.392371735449
nostorage_a85,2025-07-07,61152.1933439509,8422.358821295018,69574.55216524591,2471.7405349169767
nostorage_a85,2025-07-08,69165.4383036935,1775.277293863442,70940.71559755695,420.29809811901947
nostorage_a85,2025-07-09,69217.52581654621,619.0204211640555,69836.54623771027,137.06875201320148
nostorage_a85,2025-07-10,69438.55943819607,491.0040057431027,69929.56344393917,105.59143605023564
nostorage_a85,2025-07-11,42176.79165998323,702.5004432119221,42879.292103195156,187.84043854081307
nostorage_a85,2025-07-12,42135.99859935873,495.63818033597494,42631.63677969471,137.36992341403868
nostorage_a85,2025-07-13,69454.44028824384,133.70379006948266,69588.14407831333,19.888998150908538
nostorage_a85,2025-07-14,68504.12531743343,321.0546596005424,68825.17997703397,55.18522810806985
nostorage_a85,2025-07-15,68911.4911604754,388.73710512481296,69300.22826560022,86.29607738390808
nostorage_a85,2025-07-16,67749.37229360093,1282.9966781188361,69032.36897171977,319.88166919906257
nostorage_a85,2025-07-17,67684.13865961417,2741.6691756238306,70425.807835238,557.8223858696887
nostorage_a85,2025-07-18,42251.559270470185,88.43921248420062,42339.99848295438,22.57127888976379
nostorage_a85,2025-07-19,42296.59365342205,0.0,42296.59365342205,0.0
nostorage_a85,2025-07-20,68611.46530497604,544.8271266322245,69156.29243160826,131.80967684680706
nostorage_a85,2025-07-21,69312.4408801714,481.68866654061674,69794.12954671202,96.6897589187829
nostorage_a85,2025-07-22,69391.47275446335,1572.674490542151,70964.1472450055,359.1677044619353
nostorage_a85,2025-07-23,69544.35930101227,1008.3980339446978,70552.75733495697,207.8291313783605
nostorage_a85,2025-07-24,69753.17052987883,1277.036931389263,71030.20746126809,295.7247959955679
nostorage_a85,2025-07-25,42530.554224729145,259.0162645423501,42789.57048927149,65.48032525381882
nostorage_a85,2025-07-26,42972.75217650682,111.20656217954625,43083.95873868637,28.103734131613564
nostorage_a85,2025-07-27,68921.65209252566,3153.544149313224,72075.19624183889,661.6551500316267
nostorage_a85,2025-07-28,69328.5287483467,1689.8628876303496,71018.39163597705,353.6445037559024
nostorage_a85,2025-07-29,71232.56188531962,1541.7987385396218,72774.36062385925,409.60772026856
nostorage_a85,2025-07-30,71291.96743868238,301.62229469991627,71593.5897333823,79.21595294022973
nostorage_a85,2025-07-31,70156.11807581323,545.4601691861405,70701.57824499937,114.84048487057055
nostorage_a85,2025-08-01,41063.222454671224,47.95547716145866,41111.17793183268,22.62407291666682
nostorage_a85,2025-08-02,40276.05908241298,0.0,40276.05908241298,0.0
nostorage_a85,2025-08-03,65649.17124894456,596.348909737059,66245.52015868163,137.53957227889038
nostorage_a85,2025-08-04,63677.90669665499,371.13585054843963,64049.042547203426,109.89709948883706
nostorage_a85,2025-08-05,62905.53329600808,388.7927532393713,63294.32604924745,112.2799424962111
nostorage_a85,2025-08-06,62324.295658682444,4387.5851360645665,66711.880794747,1098.9374791680252
nostorage_a85,2025-08-07,62121.0585591057,992.2834308940119,63113.34198999972,305.72588115158425
nostorage_a85,2025-08-08,38065.383716967845,438.58990745561755,38503.97362442346,128.55958262210527
nostorage_a85,2025-08-09,37588.500203409014,910.4200413643882,38498.9202447734,253.40910353530117
nostorage_a85,2025-08-10,61848.58575150976,339.1881494150721,62187.77390092483,120.00343186487765
nostorage_a85,2025-08-11,61373.417365767076,2084.944466680667,63458.36183244774,456.4760638591832
nostorage_a85,2025-08-12,60853.93402530499,3498.8799462961556,64352.81397160114,788.4656684521296
nostorage_a85,2025-08-13,61290.86548938907,1117.5346500513067,62408.400139440375,265.25073833434396
nostorage_a85,2025-08-14,61011.24356853419,3603.5474228558487,64614.79099139004,711.693857138475
nostorage_a85,2025-08-15,37231.041997237684,994.4936424896201,38225.535639727306,294.2345794455377
nostorage_a85,2025-08-16,37273.0079935459,1154.2836622174675,38427.291655763365,231.74368418436882
nostorage_a85,2025-08-17,60495.50811729527,1720.4695265253617,62215.97764382063,396.07777904107235
nostorage_a85,2025-08-18,60696.24229893117,2809.9710622143257,63506.21336114549,640.3064560858558
nostorage_a85,2025-08-19,61094.693524955976,1835.45331335799,62930.146838313965,496.36237415034714
nostorage_a85,2025-08-20,60806.92342746531,9693.378617608523,70500.30204507384,2026.9649747090946
nostorage_a85,2025-08-21,61877.85305033102,1412.5041899946832,63290.3572403257,359.4646715862582
nostorage_a85,2025-08-22,37266.211259389675,2683.7394869120735,39949.95074630175,678.9416817233375
nostorage_a85,2025-08-23,37608.60293866065,609.2249365239952,38217.82787518465,179.98232279464787
nostorage_a85,2025-08-24,61790.581346651714,1473.3475929829156,63263.92893963463,360.6413230292595
nostorage_a85,2025-08-25,62174.93725737787,3401.40105718782,65576.33831456568,873.7450430765257
nostorage_a85,2025-08-26,62331.47370654027,1204.721331949698,63536.19503848997,277.41036879923
nostorage_a85,2025-08-27,62535.25303261129,2022.6488179720525,64557.901850583345,399.90182665637576
nostorage_a85,2025-08-28,62918.4836840022,4915.048610451641,67833.53229445385,1075.819707005421
nostorage_a85,2025-08-29,38619.42774315617,1853.5222354242842,40472.94997858046,422.5014879740244
nostorage_a85,2025-08-30,38426.03409771263,767.8821324114833,39193.916230124116,222.09738026201143
nostorage_a85,2025-08-31,63380.956810180985,498.8408730016936,63879.79768318268,137.90561202266002
nostorage_a85,2025-09-01,62865.009297520075,0.0,62865.009297520075,0.0
nostorage_a85,2025-09-02,62051.192387712916,105.43096887997226,62156.623356592885,26.156682355199333
nostorage_a85,2025-09-03,61884.20701957682,0.0,61884.20701957682,0.0
nostorage_a85,2025-09-04,62123.7894438349,248.30113453564462,62372.090578370546,42.74789266344919
nostorage_a85,2025-09-05,37980.60630106963,0.0,37980.60630106963,0.0
nostorage_a85,2025-09-06,38167.50159421367,46.72127951904073,38214.22287373271,11.336442564092636
nostorage_a85,2025-09-07,61843.57148138985,406.4228287354061,62249.99431012526,80.67466504088134
nostorage_a85,2025-09-08,54961.17728899462,4762.632464650731,59723.80975364536,1168.9480014110388
nostorage_a85,2025-09-09,55951.394751222004,755.2285945342103,56706.62334575621,174.96260491451284
nostorage_a85,2025-09-10,55689.77721770514,4932.463677905744,60622.240895610885,1012.6775342358501
nostorage_a85,2025-09-11,56444.94191322816,1017.1379051631101,57462.07981839127,222.10081545938976
nostorage_a85,2025-09-12,32026.873315772093,1032.1621478660736,33059.03546363817,272.11468785448386
nostorage_a85,2025-09-13,32312.02916301286,620.216972816582,32932.24613582944,150.04369450129846
nostorage_a85,2025-09-14,56403.346570049536,895.8318538404666,57299.17842389,251.93001643981253
nostorage_a85,2025-09-15,56455.60278593046,1053.1459934908878,57508.748779421345,262.4996983664574
nostorage_a85,2025-09-16,56554.38124460924,1208.7907454719748,57763.17199008122,330.73086094191706
nostorage_a85,2025-09-17,56534.09243562345,733.1972681251304,57267.289703748575,246.38229262704192
nostorage_a85,2025-09-18,56327.78128566129,1208.5224600892593,57536.30374575055,266.5359320679106
nostorage_a85,2025-09-19,31879.967768785595,1201.4996775952784,33081.46744638087,379.7261383273702
nostorage_a85,2025-09-20,31733.79345378611,1912.4291204511815,33646.22257423729,452.98239130697294
nostorage_a85,2025-09-21,57554.06143747486,946.825470737705,58500.88690821257,234.71364793246988
nostorage_a85,2025-09-22,56447.827912125475,2694.3553438117087,59142.18325593718,726.9571583014549
nostorage_a85,2025-09-23,56829.0713878897,3675.496682034972,60504.56806992467,852.9141569219855
nostorage_a85,2025-09-24,56843.048091270146,1621.6615004805085,58464.70959175065,443.90032683587305
nostorage_a85,2025-09-25,57053.52588767746,3170.1805445533932,60223.70643223085,852.8681658744341
nostorage_a85,2025-09-26,31869.079974513566,923.939428771172,32793.019403284736,252.9656791371987
nostorage_a85,2025-09-27,31864.722056174687,3915.973494020616,35780.695550195305,1014.8552565924878
nostorage_a85,2025-09-28,57605.64067213055,1798.0456380918322,59403.68631022238,540.6759104381638
nostorage_a85,2025-09-29,57598.41492030071,3308.6671671319505,60907.08208743266,751.1042105323492
nostorage_a85,2025-09-30,58075.44220429435,3974.258335951124,62049.700540245474,1016.3091374000746
nostorage_a85,2025-10-01,58293.56929249306,196.79828135808066,58490.367573851145,90.15568343586938
nostorage_a85,2025-10-02,57179.74637147138,487.1768760332708,57666.92324750465,202.11670469931153
nostorage_a85,2025-10-03,31222.620685604164,278.90807037655907,31501.528755980722,126.15905461963945
nostorage_a85,2025-10-04,32108.81876683428,603.5155041408914,32712.33427097517,171.80695931392384
nostorage_a85,2025-10-05,56498.57859703834,365.0364337839889,56863.61503082232,164.88707193582263
nostorage_a85,2025-10-06,56835.52689139063,158.68977005440962,56994.21666144504,71.35832151215934
nostorage_a85,2025-10-07,56674.6467267643,430.46426762508327,57105.11099438938,123.62922241566888
nostorage_a85,2025-10-08,53826.24952474472,1422.8605705947552,55249.11009533948,316.9851025128604
nostorage_a85,2025-10-09,53962.030465368305,881.0637874048152,54843.094252773124,198.87568513657988
nostorage_a85,2025-10-10,29368.838553538066,1714.4723455184692,31083.310899056534,510.2335294210361
nostorage_a85,2025-10-11,30148.64608721782,521.6129619374811,30670.259049155302,113.29122088567779
nostorage_a85,2025-10-12,55103.53815989297,754.6120431457994,55858.150203038764,192.10548960058784
nostorage_a85,2025-10-13,55264.508914205115,558.1130327401646,55822.62194694528,149.39205110555943
nostorage_a85,2025-10-14,54982.84671082753,1753.1353142125488,56735.98202504008,480.0533227815163
nostorage_a85,2025-10-15,55255.93547657522,1916.4507530762228,57172.38622965144,469.87961239261335
nostorage_a85,2025-10-16,55848.84340402251,5351.524370831612,61200.36777485412,1354.875607763298
nostorage_a85,2025-10-17,30495.628417765718,783.8446725176976,31279.473090283416,188.92518863711825
nostorage_a85,2025-10-18,30698.627729728956,1072.413205770636,31771.040935499594,356.9718325369204
nostorage_a85,2025-10-19,56748.74102926394,3007.563772991639,59756.30480225558,778.2865928312181
nostorage_a85,2025-10-20,57538.78186430514,3549.2797877405255,61088.06165204567,769.2148235718398
nostorage_a85,2025-10-21,58043.166990230166,1317.8851105575854,59361.052100787754,332.34683057249663
nostorage_a85,2025-10-22,57710.14986856415,4673.121149500456,62383.2710180646,961.1516362185776
nostorage_a85,2025-10-23,58567.5865141043,1166.7144987366125,59734.301012840915,289.00871097694824
nostorage_a85,2025-10-24,30708.87846399689,2533.802100913835,33242.68056491073,548.4533631210298
nostorage_a85,2025-10-25,30959.35688649935,1738.2700937311313,32697.62698023048,417.16038774592016
nostorage_a85,2025-10-26,59148.16165956696,544.4162963271393,59692.5779558941,152.71182381071293
nostorage_a85,2025-10-27,58885.18599101451,1752.4667860793516,60637.652777093856,454.8343960725894
nostorage_a85,2025-10-28,58842.734976783584,927.6303974650433,59770.36537424863,206.27154446699154
nostorage_a85,2025-10-29,58830.352555682315,3255.548710608079,62085.90126629039,723.0211491886635
nostorage_a85,2025-10-30,59195.28414159017,1553.8850822490786,60749.16922383925,382.963709872874
nostorage_a85,2025-10-31,31778.197032136868,1201.2274792786113,32979.42451141548,289.679745879076
nostorage_a85,2025-11-01,31803.8418738187,935.4546522075356,32739.296526026235,309.5307256507401
nostorage_a85,2025-11-02,60159.88858439801,2032.1341246896807,62192.02270908769,426.7951802522735
nostorage_a85,2025-11-03,60857.053599376086,831.3946767393709,61688.44827611546,255.33034657205593
nostorage_a85,2025-11-04,60738.62774022401,1556.0694838529075,62294.69722407692,340.55877505202403
nostorage_a85,2025-11-05,60986.05963752537,897.4407165591056,61883.50035408448,302.83131177065997
nostorage_a85,2025-11-06,60675.8227387938,4887.559722844423,65563.38246163822,1035.2874088554024
nostorage_a85,2025-11-07,32400.480260457123,2025.0064062608744,34425.486666717996,443.2861826142115
nostorage_a85,2025-11-08,32321.810329885902,713.3013617043398,33035.11169159024,172.52326159398524
nostorage_a85,2025-11-09,62079.642133368296,2504.7366885538186,64584.37882192212,600.7697783061824
nostorage_a85,2025-11-10,62319.987929587835,2518.1998390615877,64838.18776864942,521.8976214211616
nostorage_a85,2025-11-11,62922.57250945705,672.2293524025572,63594.80186185961,195.52909893312832
nostorage_a85,2025-11-12,63137.29043875779,1009.0561447943736,64146.346583552164,189.83082861044517
nostorage_a85,2025-11-13,63264.76593028223,1466.5326287939683,64731.2985590762,317.939847401556
nostorage_a85,2025-11-14,33493.92842321692,509.9984905433705,34003.9269137603,125.71465494453957
nostorage_a85,2025-11-15,33184.32983608493,1059.396168359344,34243.726004444274,270.6248843861237
nostorage_a85,2025-11-16,64145.42346504635,2061.628030137766,66207.05149518412,554.658176185906
nostorage_a85,2025-11-17,64801.08292291913,724.587756323539,65525.67067924267,230.4531429245616
nostorage_a85,2025-11-18,64445.99159532498,1518.6751911245547,65964.66678644954,398.63619757072274
nostorage_a85,2025-11-19,64347.36038710602,1661.0403610310948,66008.40074813711,428.6389839996175
nostorage_a85,2025-11-20,64821.730303105454,1680.797124646162,66502.52742775161,440.0824391771971
nostorage_a85,2025-11-21,33825.83221114898,750.659977457724,34576.49218860671,292.7252552605285
nostorage_a85,2025-11-22,33982.92191688383,662.1044822103395,34645.026399094175,187.19051186537803
nostorage_a85,2025-11-23,65578.70501318411,2506.5219560732166,68085.22696925733,578.6564292355101
nostorage_a85,2025-11-24,65092.70838507882,1778.8925913855687,66871.60097646438,458.184632119644
nostorage_a85,2025-11-25,65363.776292342154,966.5702584061521,66330.3465507483,313.00062339125407
nostorage_a85,2025-11-26,65902.31966180618,781.510105093259,66683.82976689943,203.4376360563025
nostorage_a85,2025-11-27,66015.99532139282,1026.7153599980056,67042.71068139083,248.53411926491404
nostorage_a85,2025-11-28,34380.7530423499,1301.7689063201428,35682.52194867004,272.00320319566026
nostorage_a85,2025-11-29,34837.76261046699,919.5963137527986,35757.35892421979,312.2038627002356
nostorage_a85,2025-11-30,67125.32090806433,1589.1666253713504,68714.48753343568,394.7838824457515
nostorage_a85,2025-12-01,67864.12602163,14996.996277361377,82861.12229899138,4097.638589992004
nostorage_a85,2025-12-02,68184.3381439912,19188.680954903764,87373.01909889496,4932.256088628945
nostorage_a85,2025-12-03,69413.07110042595,10055.618179248882,79468.68927967483,3201.456031756778
nostorage_a85,2025-12-04,69792.58939513468,11256.114178515418,81048.7035736501,3108.443997935548
nostorage_a85,2025-12-05,36595.36931062753,6319.234476898067,42914.6037875256,1857.9514046327683
nostorage_a85,2025-12-06,36835.09651114262,6519.013250500173,43354.109761642794,1778.8934271270746
nostorage_a85,2025-12-07,72081.19101852938,3833.4223572436968,75914.61337577307,1114.1678927190069
nostorage_a85,2025-12-08,76408.84423127702,929.966978386859,77338.81120966388,182.13821219726492
